apc_code,hcpcs_code,payment_rate,description
6002,Q4415,127.14,Alexiguard st-l per sq cm
6002,Q4416,127.14,Alexiguard tl-t per sq cm
6002,Q4417,127.14,Alexiguard dl-t per sq cm
6002,Q4420,127.14,Nuform per sq cm
6002,Q4433,127.14,"361 hct/p skin subs, nos"
701,A9600,4146.34,Sr89 strontium
702,J7165,1.7,"Inj, human-lans, per i.u"
703,J0589,3.11,Inj daxibotulinumtoxina-lanm
704,J0177,306.98,"Inj, aflibercept hd, 1 mg"
7043,J1745,32.42,Infliximab not biosimil 10mg
7046,Q2050,104.01,Doxorubicin inj 10mg
7048,J2997,93.83,Alteplase recombinant
705,J2782,102.92,Inj avacincaptad pegol 0.1mg
706,J3055,74.92,Inj talquetamab-tgvs 0.25 mg
707,J7354,656.5,"Cantharidin top, applicator"
708,J1323,188.52,"Inj, elranatamab-bcmm, 1 mg"
709,A9601,371.0,Flortaucipir inj 1 millicuri
710,J0217,465.23,Inj velmanase alfa-tycv 1 mg
711,J0391,51.83,"Inj, artesunate, 1mg"
713,J1412,12553.71,Inj roctavian ml 2x10^13vc g
714,J1413,3327859.73,Inj delandistrogene mox rokl
715,J2508,225.95,Pegunigalsidase alfa-iwxj
716,J3401,1014.79,"Vyjuvek 5x10^9pfu/ml, 0.1 ml"
717,J9029,64274.79,"Instill adstiladrin, tx dose"
719,J9072,8.99,Inj cyclophos frindovyx 5 mg
720,J9286,2843.59,"Inj glofitamab gxbm, 2.5 mg"
721,J9333,23.38,Inj rozanolixizum-noli 1 mg
723,J9334,34.12,Inj efgart-alfa 2mg hya-qvfc
725,J3247,18.07,Inj secukinumab intrav 1mg
726,J1190,58.01,Dexrazoxane hcl injection
727,J7171,35.48,"Inj, adzynma, 10 iu"
728,J2267,41.92,"Inj, mirikizumab-mrkz, 1 mg"
729,J2277,26.48,"Inj, motixafortide, 0.25 mg"
730,J9248,795.0,Inj melphalan (hepzato) 1 mg
7308,J7308,389.83,Aminolevulinic acid hcl top
731,J2820,61.74,Sargramostim injection
732,J0577,420.05,"Inj, brixadi, 7 days or less"
733,J0578,1680.21,"Inj brixadi, more than 7 day"
734,J0651,6.94,"Inj, levothyroxine, freskabi"
736,J0289,20.72,Amphotericin b liposome inj
737,J1203,91.2,"Inj, cipaglucosidase, 5 mg"
738,J2783,383.37,Rasburicase
739,J2801,13.03,"Inj, rykindo, 0.5 mg"
740,J3424,5.44,Inj hydroxocobalamin iv 25mg
741,J9073,0.7,Inj cyclophos dr reddys 5 mg
742,J7353,57.17,Anacaulase-bcdb 8.8% gel 1 g
743,J9075,0.58,"Inj, cyclophosphamide, nos"
744,J0911,5.97,Inst tauro 1.35mg/hep 100u
745,J3263,40.21,"Inj, toripalimab-tpzi, 1 mg"
746,J3393,2939968.89,"Inj, betibeglogene autotemce"
747,J1326,33.67,"Inj, zolbetuximab-clzb, 2 mg"
748,J3394,3252508.08,"Inj, lovotibeglogene autotem"
749,J7355,196.23,Inj travoprost intra impl
750,J0211,2.17,"Inj, nithiodote, 3mg / 125mg"
752,J9120,307.98,Dactinomycin injection
755,J8611,18.64,Oral methotrexate (jylamvo)
756,J8612,22.43,Oral methotrexate (xatmep)
757,J9172,49.76,"Docetaxel (docivyx), 1 mg"
759,J2315,4.24,"Naltrexone, depot form"
760,A9506,328.6,Tc-99m graphite crucible
761,J1434,2.63,"Inj, focinvez, 1mg"
763,J0666,1.44,"Inj, bupivacaine liposome"
764,J1885,0.33,Ketorolac tromethamine inj
765,J0175,4.17,"Inj, donanemab-azbt, 2 mg"
766,A9521,927.71,Tc99m exametazime
767,J9028,94.73,"Inj, nogapendekin pmln, 1mcg"
768,J9026,1566.59,"Inj, tarlatamab-dlle, 1 mg"
770,A9547,831.46,In111 oxyquinoline
771,A9548,745.62,In111 pentetate
772,A9615,37.51,"Inj, pegulicianine, 1 mg"
774,A9557,775.52,Tc99m bicisate
776,A9569,934.13,Technetium tc-99m auto wbc
777,A9570,1103.19,Indium in-111 auto wbc
778,J2601,2.22,"Inj, vasopressin (baxter)"
779,A9572,2000.94,Indium in-111 pentetreotide
780,A9582,2317.5,Iodine i-123 iobenguane
781,A9584,1387.74,Iodine i-123 ioflupane
782,J9324,73.32,"Inj, pemrydi rtu, 10 mg"
784,Q5135,4.19,"Inj, tyenne, 1 mg"
785,J9074,3.84,"Inj, cyclophosphamd, sandoz"
786,Q5133,5.58,"Inj, tofidence, 1 mg"
798,J2561,1.18,"Inj, sezaby, 1 mg"
800,J1950,1763.87,Leuprolide acetate /3.75 mg
802,J8560,86.79,Etoposide oral 50 mg
804,J8522,0.04,"Capecitabine, oral, 50 mg"
805,J0739,7.15,"Hiv prep, inj, cabotegravir"
806,J0750,1.34,"Hiv prep, ftc/tdf 200/300mg"
807,J9015,3338.87,Aldesleukin injection
808,J0751,71.33,"Hiv prep, ftc/taf 200/25mg"
810,J9202,777.5,Goserelin acetate implant
811,Q5148,1.0,"Inj, nyposi 1 mcg"
812,J9050,232.62,Carmustine injection
813,J0870,58.3,"Injection, imetelstat, 1 mg"
814,A9697,1254.0,"Inj, magtrace per study dose"
815,J2468,58.58,"Inj, palonosetron (posfrea)"
816,J9329,58.37,"Inj, tislelizumab-jsgr"
818,J1307,551.51,"Inj, crovalimab-akkz, 10 mg"
819,J1552,123.84,"Inj, alyglo, 500 mg"
821,J9220,9.3,Indigotindisulfonate sod 1mg
822,J2802,11.05,"Inj, romiplostim 1 microgram"
824,J3392,2332000.0,"Inj, exagamglogene autotem"
825,J9261,65.16,Nelarabine injection
827,J9200,4254.92,Floxuridine injection
831,Q2058,278250.0,Obecbtge autol up to 400 mil
835,J9011,51.55,"Datopotamab deruxtecan, 1 mg"
837,J0614,31.21,"Inj, treosulfan, 50 mg"
839,J9038,55.65,Inj axatilimab-csfr 0.1 mg
840,J9245,86.94,Inj melpha hydroch nos 50 mg
841,J9174,47.44,"Inj, docetaxel (beizray) 1mg"
842,J9249,64.78,"Inj, melphalan (apotex) 1 mg"
843,J9266,28424.06,Pegaspargase injection
844,J9268,2537.1,Pentostatin injection
845,J3391,4505000.0,"Inj, atidarsagene autotemcel"
846,Q5152,42.35,"Inj, eculizumab-aeeb, 2 mg"
847,J9342,8.86,Inj thiotepa nos 1 mg
848,J9289,27.8,Inj nivolumab 2 mg hyaluron
852,Q5151,31.67,"Inj, eculizumab-aagh, 2 mg"
853,J9382,33.57,Inj zenocutuzumab-zbco 1 mg
854,A9507,1730.29,In111 capromab
856,J9600,24228.42,Porfimer sodium injection
858,J9065,7.42,Inj cladribine per 1 mg
859,Q9998,43.2,"Inj ustekinumab-aekn, 1 mg"
860,A9508,953.01,"I131 iodobenguate, dx"
861,A9532,469.06,"I125 serum albumin, dx"
862,A9553,1917.96,Cr51 chromate
863,A9554,649.64,"I125 iothalamate, dx"
864,J9293,30.88,Mitoxantrone hydrochl / 5 mg
865,Q5146,37.15,"Inj, hercessi, 10 mg"
866,J0209,0.88,"Inj, sod thiosulfate (hope)"
869,Q5100,24.68,"Inj ustekinumab-kfce, 1 mg"
870,J9118,82.08,Inj. calaspargase pegol-mknl
871,J9322,10.6,Inj pemetrexed (bluepoint)
872,Q5136,28.23,"Inj. denosumab-bbdz, 1 mg"
874,J7325,7.56,Synvisc or synvisc-one
875,J7323,105.46,Euflexxa inj per dose
876,A9616,1171.3,Gallium gozellix 1 millicuri
877,J7324,111.26,Orthovisc inj per dose
878,J0458,1.68,Aztreonam/avibactam 10 mg
879,J0681,1.12,Inj ceftobipole medocarl 3mg
880,J0738,16.13,"Hiv prep, inj, lenacapavir"
881,J0752,623.15,"Hiv prep, oral lenacapavir"
882,J1612,2.6,Inj glucagon (gvoke) 0.01 mg
883,J1807,12.88,"Inj, ethacrynate sod, 1 mg"
884,J1809,17.24,"Inj, fosdenopterin, 0.1mg"
885,J1834,0.3,"Inj, isoniazid, 1 mg"
886,J3402,201669.02,Inj. remestemcel-l-rknd/ td
887,J7501,253.53,Azathioprine parenteral
888,J7173,85.5,"Inj. concizumab-mtci, 0.5 mg"
889,J7174,132.62,Injection fitusiran 0.04 mg
890,J7504,5307.93,Lymphocyte immune globulin
891,Q5157,28.13,"Inj, denosumab-bmwo, 1 mg"
892,Q5158,28.72,"Inj, denosumab-bnht, 1 mg"
893,J9256,32.74,"Inj, nipocalimab-aahu, 3 mg"
894,J9326,145.87,Telisotuzumab vedotin-tllv
895,Q9999,32.96,Inj ustekinumab-aauz 1 mg
896,J0675,13.7,"Inj, carboprost, 0.1 mg"
897,J3403,265000.0,"Revakinagene, per implant"
898,J1737,1.06,Inj meloxicam (azurity) 1mg
900,J0654,39.53,"Inj, liothyronine, 1 mcg"
9002,J3101,186.97,Tenecteplase injection
9003,90378,436.75,Rsv mab im 50mg
9004,J1306,12.69,"Injection, inclisiran, 1 mg"
9005,J2993,2904.58,Reteplase injection
9006,J7525,262.45,Tacrolimus injection
9007,J1551,14.82,Inj cutaquig 100 mg
9008,J2356,17.82,"Inj tezepelumab-ekko, 1mg"
9009,J0225,5009.56,"Inj, vutrisiran, 1 mg"
901,J0256,5.37,Alpha 1 proteinase inhibitor
9010,J9332,32.22,Inj efgartigimod 2mg
9013,J2327,14.93,Inj risankizumab-rzaa 1 mg
9014,J0567,121.2,"Inj., cerliponase alfa 1 mg"
9016,J3316,3764.99,"Inj., triptorelin xr 3.75 mg"
9017,Q5124,60.22,"Inj. byooviz, 0.1 mg"
9018,J0587,13.29,"Inj, rimabotulinumtoxinb"
902,J0585,6.51,"Injection,onabotulinumtoxina"
9020,J0891,1.82,Argatroban nonesrd (accord)
9025,J1611,143.25,"Inj glucagon hcl, fresenius"
9026,J9046,3.46,"Inj, bortezomib, dr. reddy's"
9027,J9048,6.97,"Inj, bortezomib freseniuskab"
9028,J9229,2816.77,Inj inotuzumab ozogam 0.1 mg
9029,J1628,72.94,"Inj., guselkumab, 1 mg"
903,J0850,1808.33,Cytomegalovirus imm iv /vial
9031,J0606,2.3,"Inj, etelcalcetide, 0.1 mg"
9032,J0475,181.47,Baclofen 10 mg injection
9033,J0740,524.48,Cidofovir injection
9034,J1555,17.26,"Inj cuvitru, 100 mg"
9035,Q2041,532192.24,Axicabtagene ciloleucel car+
9036,Q5104,27.75,"Injection, renflexis"
9038,J1410,391.76,Inj estrogen conjugate 25 mg
904,J1073,74.4,Testosterone pellet 75 mg
9042,J1610,164.86,Glucagon hydrochloride/1 mg
9043,J7210,1.58,"Inj, afstyla, 1 i.u."
9044,J1742,198.51,Ibutilide fumarate injection
9045,J1743,558.1,Idursulfase injection
9046,J7177,1.23,"Inj., fibryga, 1 mg"
9048,Q5126,33.01,Inj alymsys 10 mg
905,J1837,0.35,"Inj, posaconazole, 1 mg"
9050,J1952,57.03,"Leuprolide inj, camcevi, 1mg"
9051,J1932,38.22,"Inj, lanreotide, (cipla) 1mg"
9052,A9588,322.27,Fluciclovine f-18
9053,A9602,855.55,Fluorodopa f-18 diag per mci
9054,A9607,259.32,Lutetium lu 177 vipivotide
9055,A9800,362.5,Gallium locametz 1 millicuri
9056,A9587,49.63,Gallium ga-68
9057,J9298,201.65,Inj nivol relatlimab 3mg/1mg
9059,J7179,1.84,Vonvendi inj 1 iu vwf:rco
906,J3387,3180000.0,Inj elivaldogene autotemecel
9063,90385,80.0,Rh ig minidose im
9067,A9513,320.76,Lutetium lu 177 dotatat ther
9068,90611,0.01,Smallpox&monkeypox vac 0.5ml
907,J9076,4.92,"Inj, cyclophos (baxter) 5mg"
9070,J3398,3026.8,Inj luxturna 1 billion vec g
9071,J7336,3.42,Capsaicin 8% patch
9073,Q9991,1998.53,Buprenorph xr 100 mg or less
9075,J7211,1.57,"Inj, kovaltry, 1 i.u."
9078,J3145,2.07,Testosterone undecanoate 1mg
9079,J7320,4.76,"Genvisc 850, inj, 1mg"
908,J3389,3335820.0,Topi adm prad zami per treat
9087,J0759,2.86,"Inj, clevidipine, 1 mg"
9088,J0558,19.52,Peng benzathine/procaine inj
909,J9184,401.7,Inj gemcitabin (avyxa) 200mg
9094,Q2026,349.19,Radiesse injection
9095,Q2028,2.16,"Inj, sculptra, 0.5mg"
9097,Q5106,7.57,Inj retacrit non-esrd use
9099,J1454,546.93,"Inj fosnetupitant, palonoset"
9101,90622,0.01,Vaccinia vrs vac 0.3 ml perq
9102,J9393,41.67,"Inj, fulvestrant (teva)"
9103,J9394,27.11,"Inj, fulvestrant (fresenius)"
9104,J7511,1009.75,Antithymocyte globuln rabbit
9105,J9314,15.33,Inj pemetrexed (teva) 10mg
9107,C9145,1.96,"Inj, aponvie, 1 mg"
9108,J3240,2125.64,Thyrotropin injection
9109,J9063,71.17,"Inj, elahere, 1 mg"
911,J9376,91.73,"Inj pozelimab-bbfg, 1 mg"
9110,J9347,143.02,"Inj, tremelimumab-actl, 1 mg"
9111,J9380,34.58,Inj teclistamab cqyv 0.5 mg
9112,J9381,38.39,Inj teplizumab mzwv 5 mcg
9113,J0218,395.52,Inj olipudase alfa-rpcp 1mg
9114,J1449,23.55,Inj eflapegrastim-xnst 0.1mg
9115,J1747,65.73,"Inj, spesolimab-sbzo, 1 mg"
9116,J2403,0.58,"Chloroprocaine opht gel, 1mg"
9117,Q5128,83.34,"Inj, cimerli, 0.1 mg"
9118,Q5130,127.23,"Inj, fylnetra, 0.5 mg"
9119,J0208,96.07,"Inj, pedmark, 100 mg"
912,Q5138,11.64,"Inj, wezlana, iv, 1 mg"
9122,J3315,463.2,Triptorelin pamoate
9123,J9294,4.19,"Inj pemetrexed, hospira 10mg"
9125,J2794,11.18,"Inj risperdal consta, 0.5 mg"
9126,J2323,24.51,Natalizumab injection
9127,J9296,9.74,Inj pemetrexed (accord) 10mg
9129,Q5127,147.24,"Inj, stimufend, 0.5 mg"
913,J9282,276.81,Mitomycin intravesical inst
9130,J1556,79.64,"Inj, imm glob bivigam, 500mg"
9131,J9354,42.19,"Inj, ado-trastuzumab emt 1mg"
9132,J7168,2.09,Prothrombin complex kcentra
9133,90375,279.95,Rabies ig im/sc
9134,90376,352.44,Rabies ig heat treated
9135,90396,2363.39,Varicella-zoster ig im
9136,J1954,706.67,Inj leu acet lutr dpt 7.5 mg
9138,J1411,3685266.67,"Inj, hemgenix, per tx dose"
9139,90675,319.75,Rabies vaccine im
914,Q9997,8.27,Ustekinumab-ttwe iv inj 1 mg
9140,90676,236.86,Rabies vaccine id
9141,J3399,2588981.23,Inj onase abepar-xioi treat
9142,J1440,64.62,Fecal microbiota jslm 1 ml
9144,J1576,71.22,"Inj, panzyga, 500 mg"
9145,J2427,12.99,"Inj, invega hafyera/trinza"
9146,J7213,2.07,"Inj, ixinity, 1 i.u."
9149,J2329,70.18,"Inj ublituximab-xiiy, 1 mg"
915,J9275,22.92,"Inj cosibelimab-ipdl, 2 mg"
9150,J9350,655.38,"Inj mosunetuzumab-axgb, 1 mg"
9154,J9056,31.99,"Inj, vivimusta, 1 mg"
9155,J1961,22.3,Inj lenacapavir (hiv tx) 1mg
9156,J9323,0.12,Inj pemetrexed ditromethamin
9157,J0174,1.33,"Inj, lecanemab-irmb, 1 mg"
9158,J2781,138.05,"Inj, pegcetacoplan, 1mg"
9159,Q5129,38.16,"Inj, vegzelma, 10 mg"
916,C9307,96.82,Inj linvoseltamab-gcpt 1 mg
9166,J1456,0.64,"Inj, fosaprepitant (teva)"
917,C9308,5.15,"Inj, carboplatin (avyxa)"
9171,J7202,5.32,Factor ix idelvion inj
9173,Q5108,98.87,"Injection, fulphila"
9174,J7318,6.52,"Inj, durolane 1 mg"
9178,J2186,2.18,"Inj., meropenem, vaborbactam"
9179,J1943,3.24,"Inj., aristada initio, 1 mg"
918,Q5160,84.38,"Inj, jobevne, 10 mg"
9180,J0222,99.97,"Inj., patisiran, 0.1 mg"
9181,J2798,12.14,"Inj., perseris, 0.5 mg"
9182,J9204,253.47,"Inj mogamulizumab-kpkc, 1 mg"
9183,J0291,3.51,"Inj., plazomicin, 5 mg"
9186,J9312,74.76,"Inj., rituximab, 10 mg"
9187,J0584,498.02,"Injection, burosumab-twza 1m"
9188,J0841,4925.16,Inj crotalidae im f(ab')2 eq
9189,J1746,77.54,"Inj., ibalizumab-uiyk, 10 mg"
919,J1748,99.76,"Inj, zymfentra, 10 mg"
9190,J3397,280.09,"Inj., vestronidase alfa-vjbk"
9193,Q5110,0.28,Nivestym
9194,Q2042,566531.3,Tisagenlecleucel car-pos t
9195,Q5111,161.99,"Injection, udenyca 0.5 mg"
9196,J7329,3.61,"Inj, trivisc 1 mg"
9198,J7169,131.37,"Inj andexxa, 10 mg"
9199,C9047,802.25,"Injection, caplacizumab-yhdp"
920,A9551,659.93,Tc99m succimer
9200,J0248,6.9,"Inj, remdesivir, 1 mg"
9201,90377,240.13,Rabies ig ht&sol human im/sc
9203,J9071,0.61,Inj cyclophosphamd auromedic
9204,J9273,196.07,"Inj tisotu vedotin-tftv, 1mg"
9205,J9359,221.22,Inj lon tesirin-lpyl 0.075mg
9206,J2998,34.65,Inj plasminogen tvmh 1mg
9208,J0180,230.32,Agalsidase beta injection
9209,J1931,39.95,Laronidase injection
921,Q5134,24.39,"Inj, tyruko, 1 mg"
9213,J9305,3.59,Inj. pemetrexed nos 10mg
9214,J9035,73.63,Bevacizumab injection
9215,J9055,80.34,Cetuximab injection
9217,J9217,170.78,Leuprolide acetate suspnsion
9219,J2690,344.53,Procainamide hcl injection
9224,J1458,513.86,Galsulfase injection
9225,J7311,338.94,"Inj., retisert, 0.01 mg"
9230,J0129,44.77,Abatacept injection
9233,J2778,65.44,Ranibizumab injection
9235,J9303,173.67,Panitumumab injection
9237,J1930,35.39,Lanreotide injection
9239,Q9992,1998.53,Buprenorphine xr over 100 mg
9240,J9207,139.98,Ixabepilone injection
9241,J9331,87.11,Inj sirolimus prot part 1 mg
9243,J9033,2.05,"Inj, bendamustine hcl, 1mg"
9246,J0402,6.02,"Inj, abilify asimtufii, 1 mg"
9247,J0184,9.58,"Inj, amisulpride, 1 mg"
925,J7190,1.11,Factor viii
9250,J9321,56.8,Inj epcoritamab-bysp 0.16 mg
9251,J0598,65.63,"C-1 esterase, cinryze"
9252,J2562,30.66,Plerixafor injection
9253,J9328,10.4,Temozolomide injection
9254,A9608,671.22,Flotufolastat f18 diag 1 mci
9255,J2426,15.11,"Inj, invega sustenna, 1 mg"
9256,J7312,204.54,Dexamethasone intra implant
9257,J7170,56.46,"Inj., emicizumab-kxwh 0.5 mg"
9258,J3095,7.37,Telavancin injection
9259,J9307,392.72,Pralatrexate injection
9260,J9302,62.23,Ofatumumab injection
9262,J1304,160.01,Inj tofersen intrathec 1 mg
9263,J1290,579.75,Ecallantide injection
9264,J3262,5.61,Tocilizumab injection
9266,J2799,25.04,"Inj, uzedy, 1 mg"
9267,J0349,10.82,"Inj, rezafungin, 1 mg"
9268,J0801,4172.53,Inj. acthar gel to 40 units
9269,J0597,75.86,"C-1 esterase, berinert"
927,J7192,1.59,Factor viii recombinant nos
9270,J1557,63.93,Gammaplex injection
9271,J3385,386.43,Velaglucerase alfa
9272,J0897,29.46,Denosumab injection
9273,Q2043,54404.11,Sipuleucel-t auto cd54+
9274,J0840,1826.52,Crotalidae poly immune fab
9275,J0802,3551.74,"Inj. (ani), up to 40 units"
9276,J9043,230.8,Cabazitaxel injection
9277,J7214,4.61,Altuviiio per factor viii iu
9278,J0588,5.25,Incobotulinumtoxin a
928,J7194,1.7,Factor ix complex
9280,J9345,30.53,"Inj, retifanlimab-dlwr, 1 mg"
9281,J2507,3768.81,Pegloticase injection
9284,J9228,186.91,Ipilimumab injection
9285,J0206,4.4,Inj allopurinol sodium 1 mg
9286,J0485,3.89,Belatacept injection
9287,J9042,268.45,Brentuximab vedotin inj
929,J7198,2.44,Anti-inhibitor
9293,C9293,448.69,"Injection, glucarpidase"
9294,J3060,40.94,"Inj, taliglucerase alfa 10 u"
9295,J9047,55.61,"Injection, carfilzomib, 1 mg"
9296,J9400,7.22,"Inj, ziv-aflibercept, 1mg"
9299,J7208,2.65,Inj. jivi 1 iu
9300,J2357,45.5,Omalizumab injection
9301,J7345,1.79,"Aminolevulinic acid, 10% gel"
9302,J9153,260.49,"Inj daunorubicin, cytarabine"
9304,J9119,28.69,"Inj., cemiplimab-rwlc, 1 mg"
9305,J9313,23.39,"Inj., lumoxiti, 0.01 mg"
9306,J3245,123.78,"Inj., tildrakizumab, 1 mg"
9308,J1096,98.66,Dexametha opth insert 0.1 mg
9309,J9269,357.02,Inj. tagraxofusp-erzs 10 mcg
931,J7193,1.37,Factor ix non-recombinant
9310,J9210,384.13,"Inj., emapalumab-lzsg, 1 mg"
9311,J0121,4.14,"Inj., omadacycline, 1 mg"
9312,J1303,224.8,"Inj., ravulizumab-cwvz 10 mg"
9313,J9036,13.65,Inj. belrapzo/bendamustine
9314,J9356,61.07,"Inj. herceptin hylecta, 10mg"
932,J7195,1.83,Factor ix recombinant nos
9320,J7340,243.79,Carbidopa levodopa ent 100ml
9321,Q2009,1.34,Fosphenytoin inj pe
9322,J9030,3.28,Bcg live intravesical 1mg
9323,C9067,3.61,Gallium ga-68 dotatoc
9324,J1097,97.54,Phenylep ketorolac opth soln
9325,J0122,1.29,"Inj., eravacycline, 1 mg"
9326,J0593,87.19,"Inj., lanadelumab-flyo, 1 mg"
9327,J3111,12.11,Inj. romosozumab-aqqg 1 mg
9328,J7314,529.89,"Inj., yutiq, 0.01 mg"
9329,Q5107,23.84,Inj mvasi 10 mg
9330,Q5117,51.44,"Inj., kanjinti, 10 mg"
9331,J9309,136.77,"Inj, polatuzumab vedotin 1mg"
9335,J8510,10.12,Oral busulfan
9336,Q5115,30.14,Inj truxima 10 mg
9338,J7332,10.12,"Inj., triluron, 1 mg"
9340,J0179,352.81,"Inj, brolucizumab-dbll, 1 mg"
9341,Q5114,37.71,Inj ogivri 10 mg
9343,J0223,120.68,Inj givosiran 0.5 mg
9345,Q5120,119.29,Inj pegfilgrastim-bmez 0.5mg
9346,J7402,11.34,Mometasone sinus sinuva
9347,J0896,42.77,Inj luspatercept-aamt 0.25mg
9348,Q5118,25.8,"Inj., zirabev, 10 mg"
9349,Q5113,55.43,Inj herzuma 10 mg
9350,Q5116,8.2,"Inj., trazimera, 10 mg"
9351,J7351,213.89,Inj bimatoprost itc imp1mcg
9353,J9358,31.3,Inj fam-trastu deru-nxki 1mg
9354,J7204,2.24,Inj recombin esperoct per iu
9355,J3241,369.31,Inj. teprotumumab-trbw 10 mg
9357,J3032,20.5,Inj. eptinezumab-jjmr 1 mg
9358,J3299,47.85,Inj xipere 1 mg
9359,J0791,129.59,Inj crizanlizumab-tmca 5mg
9361,J1201,17.09,Inj. cetirizine hcl 0.5mg
9364,J9177,36.72,Inj enfort vedo-ejfv 0.25mg
9367,Q5119,13.27,"Inj ruxience, 10 mg"
9370,A9591,460.42,Fluoroestradiol f 18
9372,J1558,15.06,"Inj. xembify, 100 mg"
9374,J9281,323.9,Mitomycin instillation
9375,J9246,18.63,"Inj., evomela, 1 mg"
9376,J9317,36.98,Sacituzumab govitecan-hziy
9377,J9227,84.3,Inj. isatuximab-irfc 10 mg
9378,J9144,55.06,"Daratumumab, hyaluronidase"
9381,Q5121,23.81,"Inj. avsola, 10 mg"
9382,Q5112,27.27,Inj ontruzant 10 mg
9383,A9592,594.28,Copper cu 64 dotatate diag
9385,J9349,14.24,"Inj., tafasitamab-cxix"
9388,J1437,22.83,Inj. fe derisomaltose 10 mg
9389,J9223,210.78,"Inj. lurbinectedin, 0.1 mg"
9390,J9316,60.96,"Pertuzu, trastuzu, 10 mg"
9391,Q2053,489450.2,Brexucabtagene car pos t
9392,J1554,490.46,Inj. asceniv
9394,J1823,495.54,"Inj. inebilizumab-cdon, 1 mg"
9395,J7212,2.35,Factor viia recomb sevenfact
9396,J7352,2943.42,"Afamelanotide implant, 1 mg"
9398,90480,41.52,Admn sarscov2 vac 1/only cmp
9399,M0201,36.85,Pne flu hepb cov home admin
9406,Q5122,133.05,"Inj, nyvepria"
9407,J0224,328.02,"Inj. lumasiran, 0.5 mg"
9408,J9348,686.08,"Inj. naxitamab-gqgk, 1 mg"
9409,A9593,550.13,Gallium ga-68 psma-11 ucsf
9410,A9594,363.5,"Gallium ga-68 psma-11, ucla"
9411,Q5123,20.9,"Inj. riabni, 10 mg"
9412,J1426,166.19,"Injection, casimersen, 10 mg"
9413,Q2054,562201.24,Lisocabtagene mara car pos t
9414,J0741,24.16,"Inj, cabote rilpivir 2mg 3mg"
9415,J1448,5.42,"Injection, trilaciclib, 1mg"
9416,J1305,197.17,"Inj, evinacumab-dgnb, 5mg"
9418,J9353,53.75,"Inj. margetuximab-cmkb, 5 mg"
9419,J1951,139.88,Inj fensolvi 0.25 mg
9420,J1327,3.52,Eptifibatide injection
9421,J1627,4.3,"Inj, granisetron, xr, 0.1 mg"
9422,Q2055,558081.73,Idecabtagene vicleucel car
9426,J0699,2.42,"Inj, cefiderocol, 10 mg"
9427,J2406,43.06,"Injection, oritavancin 10 mg"
9428,J9318,28.52,Inj romidepsin non-lyo 0.1mg
9429,J9319,30.91,Inj romidepsin lyophil 0.1mg
943,J1568,47.38,Octagam injection
9430,A9595,346.49,"Piflu f-18, dia 1 millicurie"
9431,J9272,247.44,"Inj, dostarlimab-gxly, 10 mg"
9432,J9061,22.56,"Inj, amivantamab-vmjw"
9433,J0219,81.3,Inj aval alfa-nqpt 4mg
9434,J0491,18.34,Inj anifrolumab-fnia 1mg
9436,J2506,122.84,Inj pegfilgrast ex bio 0.5mg
9437,J9021,56.18,"Inj, aspara, rylaze, 0.1 mg"
9439,J2779,76.22,"Inj, susvimo 0.1 mg"
944,J1569,47.29,Gammagard liquid injection
9440,J0668,0.83,"Instill, bupivac and meloxic"
9441,J1439,1.12,Inj ferric carboxymaltos 1mg
9442,J9304,39.93,"Inj. pemetrexed, 10 mg"
9443,A9596,478.52,Gallium illuccix 1 millicure
9444,J1302,19.03,"Inj, sutimlimab-jome, 10 mg"
9445,J0596,36.78,"Injection, ruconest"
9446,J9274,222.21,"Inj, tebentafusp-tebn, 1 mcg"
9447,Q5125,0.34,"Inj, releuko 1 mcg"
9448,J8655,380.19,"Oral netupitant, palonosetro"
9449,J9039,163.68,"Injection, blinatumomab"
9450,J7313,507.44,"Inj., iluvien, 0.01 mg"
9451,J2547,1.68,"Injection, peramivir"
9452,J0695,8.95,Inj ceftolozane tazobactam
9453,J9299,33.57,"Injection, nivolumab"
9454,J2502,575.07,"Inj, pasireotide long acting"
9455,J2860,168.68,"Injection, siltuximab"
9456,J1833,1.01,"Injection, isavuconazonium"
