apc_code,hcpcs_code,payment_rate,description
5811,98926,22.06,Osteopath manj 3-4 regions
5811,98927,22.06,Osteopath manj 5-6 regions
5811,98928,22.06,Osteopath manj 7-8 regions
5811,98929,22.06,Osteopath manj 9-10 regions
5811,98940,22.06,Chiropract manj 1-2 regions
5811,98941,22.06,Chiropract manj 3-4 regions
5811,98942,22.06,Chiropractic manj 5 regions
5821,0362T,38.28,Bhv id suprt assmt ea 15 min
5821,0373T,38.28,Adapt bhv tx ea 15 min
5821,90899,38.28,Unlisted psyc svc/therapy
5821,96160,38.28,Pt-focused hlth risk assmt
5821,96161,38.28,Caregiver health risk assmt
5821,96164,38.28,Hlth bhv ivntj grp 1st 30
5821,96167,38.28,Hlth bhv ivntj fam 1st 30
5821,97154,38.28,Grp adapt bhv tx by tech
5821,97156,38.28,Fam adapt bhv tx gdn phy/qhp
5821,97157,38.28,Mult fam adapt bhv tx gdn
5821,97158,38.28,Grp adapt bhv tx by phy/qhp
5821,99406,38.28,Behav chng smoking 3-10 min
5821,99407,38.28,Behav chng smoking > 10 min
5821,99484,38.28,Care mgmt svc bhvl hlth cond
5821,C7900,38.28,"Hopd mntl hlt, 15-29 min"
5821,C7903,38.28,"Hopd mntl hlt, grp"
5821,G0013,38.28,"Hiv prep counsel, clin staff"
5821,G0136,38.28,Adm of soc dtr assess 5-15 m
5821,G0323,38.28,Care manage beh svs 20mins
5821,G0396,38.28,Alcohol/subs interv 15-30mn
5821,G0442,38.28,Annual alcohol screen 15 min
5821,G0444,38.28,Depression screen annual
5821,G0446,38.28,Intens behave ther cardio dx
5821,G0473,38.28,Group behave couns 2-10
5821,G0537,38.28,Risk ascvd tst once pr 12 mo
5821,G0556,38.28,Adv prim care mgmt lvl 1
5821,G0557,38.28,Adv prim care mgmt lvl 2
5821,G0570,38.28,"Care manage serv, pr cal mo"
5822,90853,103.79,Group psychotherapy
5822,90880,103.79,Hypnotherapy
5822,96156,103.79,Hlth bhv assmt/reassessment
5822,97151,103.79,Bhv id assmt by phys/qhp
5822,97152,103.79,Bhv id suprt assmt by 1 tech
5822,97153,103.79,Adaptive behavior tx by tech
5822,99426,103.79,Prin care mgmt staff 1st 30
5822,99483,103.79,Assmt & care pln pt cog imp
5822,99490,103.79,Chrnc care mgmt staff 1st 20
5822,99492,103.79,1st psyc collab care mgmt
5822,99493,103.79,Sbsq psyc collab care mgmt
5822,99497,103.79,Advncd care plan 30 min
5822,C7901,103.79,"Hopd mntl hlt, 30-60 min"
5822,G0019,103.79,Comm hlth intg svs sdoh 60mn
5822,G0023,103.79,Pin service 60m per month
5822,G0101,103.79,Ca screen;pelvic/breast exam
5822,G0140,103.79,Nav srv peer sup 60 min pr m
5822,G0296,103.79,Visit to determ ldct elig
5822,G0443,103.79,Brief alcohol misuse counsel
5822,G0445,103.79,High inten beh couns std 30m
5822,G0447,103.79,Behavior counsel obesity 15m
5822,G0451,103.79,Devlopment test interpt&rep
5822,G0538,103.79,Ascvd rsk mng clin stf pr mo
5822,G0544,103.79,Post d/c phone follow up
5822,G0558,103.79,Adv prim care mgmt lvl 3
5822,G0568,103.79,"Int psych care mng, 1 cal mo"
5822,G0569,103.79,"Subs psych care mng, subs mo"
5822,G2214,103.79,Init/sub psych care m 1st 30
5823,90791,181.34,Psych diagnostic evaluation
5823,90792,181.34,Psych diag eval w/med srvcs
5823,90832,181.34,Psytx w pt 30 minutes
5823,90834,181.34,Psytx w pt 45 minutes
5823,90837,181.34,Psytx w pt 60 minutes
5823,90839,181.34,Psytx crisis initial 60 min
5823,90845,181.34,Psychoanalysis
5823,90846,181.34,Family psytx w/o pt 50 min
5823,90847,181.34,Family psytx w/pt 50 min
5823,90849,181.34,Multiple family group psytx
5823,90865,181.34,Narcosynthesis
5823,96158,181.34,Hlth bhv ivntj indiv 1st 30
5823,97155,181.34,Adapt behavior tx phys/qhp
5823,99487,181.34,Cplx chrnc care 1st 60 min
5823,G0397,181.34,Alcohol/subs interv >30 min
5823,G2086,181.34,Off base opioid tx 70min
5823,G2087,181.34,"Off base opioid tx, 60 m"
5871,D0460,660.49,Pulp vitality test
5871,D0600,660.49,Non-ionizing diag proc
5871,D1510,660.49,Space maintainer fxd unilat
5871,D1516,660.49,"Fixed bilat space maint, max"
5871,D1517,660.49,"Fixed bilat space maint, man"
5871,D1520,660.49,Remove unilat space maintain
5871,D1526,660.49,"Remove bilat space main, max"
5871,D1527,660.49,"Remove bilat space main, man"
5871,D1551,660.49,Recement space maint - max
5871,D1552,660.49,Recement space maint - man
5871,D1553,660.49,Recement unilat space maint
5871,D1575,660.49,"Dist space maint, fixed unil"
5871,D2140,660.49,Amalgam one surface permanen
5871,D2150,660.49,Amalgam two surfaces permane
5871,D2160,660.49,Amalgam three surfaces perma
5871,D2161,660.49,Amalgam 4 or > surfaces perm
5871,D2330,660.49,Resin one surface-anterior
5871,D2331,660.49,Resin two surfaces-anterior
5871,D2332,660.49,Resin three surfaces-anterio
5871,D2335,660.49,Resin 4/> surf or w incis an
5871,D2390,660.49,Ant resin-based cmpst crown
5871,D2391,660.49,Post 1 srfc resinbased cmpst
5871,D2392,660.49,Post 2 srfc resinbased cmpst
5871,D2393,660.49,Post 3 srfc resinbased cmpst
5871,D2394,660.49,Post >=4srfc resinbase cmpst
5871,D2410,660.49,Dental gold foil one surface
5871,D2420,660.49,Dental gold foil two surface
5871,D2430,660.49,Dental gold foil three surfa
5871,D2510,660.49,Dental inlay metalic 1 surf
5871,D2520,660.49,Dental inlay metallic 2 surf
5871,D2530,660.49,Dental inlay metl 3/more sur
5871,D2542,660.49,Dental onlay metallic 2 surf
5871,D2543,660.49,Dental onlay metallic 3 surf
5871,D2544,660.49,Dental onlay metl 4/more sur
5871,D2610,660.49,Inlay porcelain/ceramic 1 su
5871,D2620,660.49,Inlay porcelain/ceramic 2 su
5871,D2630,660.49,Dental onlay porc 3/more sur
5871,D2642,660.49,Dental onlay porcelin 2 surf
5871,D2643,660.49,Dental onlay porcelin 3 surf
5871,D2644,660.49,Dental onlay porc 4/more sur
5871,D2650,660.49,Inlay composite/resin one su
5871,D2651,660.49,Inlay composite/resin two su
5871,D2652,660.49,Dental inlay resin 3/mre sur
5871,D2662,660.49,Dental onlay resin 2 surface
5871,D2663,660.49,Dental onlay resin 3 surface
5871,D2664,660.49,Dental onlay resin 4/mre sur
5871,D2710,660.49,Crown resin-based indirect
5871,D2712,660.49,Crown 3/4 resin-based compos
5871,D2720,660.49,Crown resin w/ high noble me
5871,D2721,660.49,Crown resin w/ base metal
5871,D2722,660.49,Crown resin w/ noble metal
5871,D2740,660.49,Crown porcelain/ceramic
5871,D2750,660.49,Crown porcelain w/ h noble m
5871,D2751,660.49,Crown porcelain fused base m
5871,D2752,660.49,Crown porcelain w/ noble met
5871,D2753,660.49,Crown porc fused to titanium
5871,D2780,660.49,Crown 3/4 cast hi noble met
5871,D2781,660.49,Crown 3/4 cast base metal
5871,D2782,660.49,Crown 3/4 cast noble metal
5871,D2783,660.49,Crown 3/4 porcelain/ceramic
5871,D2790,660.49,Crown full cast high noble m
5871,D2791,660.49,Crown full cast base metal
5871,D2792,660.49,Crown full cast noble metal
5871,D2794,660.49,Crown-titanium
5871,D2799,660.49,Interim crown
5871,D2910,660.49,Recement inlay onlay or part
5871,D2915,660.49,Recement cast or prefab post
5871,D2920,660.49,Re-cement or re-bond crown
5871,D2921,660.49,Reattach tooth fragment
5871,D2928,660.49,Prefab porc/cer crown perm
5871,D2929,660.49,Prefab porc/ceram crown pri
5871,D2930,660.49,Prefab stnlss steel crwn pri
5871,D2931,660.49,Prefab stnlss steel crown pe
5871,D2932,660.49,Prefabricated resin crown
5871,D2933,660.49,Prefab stainless steel crown
5871,D2934,660.49,Prefab steel crown primary
5871,D2940,660.49,Place direct restoration
5871,D2949,660.49,Restorative foundation
5871,D2950,660.49,Core build-up incl any pins
5871,D2951,660.49,Tooth pin retention
5871,D2952,660.49,Post and core cast + crown
5871,D2954,660.49,Prefab post/core + crown
5871,D2957,660.49,Each addtnl prefab post
5871,D2960,660.49,Labial veneer resin direct
5871,D2961,660.49,Labial veneer resin indirect
5871,D2962,660.49,Labial veneer porc indirect
5871,D2971,660.49,Add proc construct new crown
5871,D2975,660.49,Coping
5871,D2980,660.49,Crown repair
5871,D2981,660.49,Inlay repair
5871,D2982,660.49,Onlay repair
5871,D2983,660.49,Veneer repair
5871,D2990,660.49,Resin infiltration of lesion
5871,D2999,660.49,Dental unspec restorative pr
5871,D3110,660.49,Pulp cap direct
5871,D3120,660.49,Pulp cap indirect
5871,D3220,660.49,Therapeutic pulpotomy
5871,D3221,660.49,Gross pulpal debridement
5871,D3222,660.49,Part pulp for apexogenesis
5871,D3230,660.49,Pulpal therapy anterior prim
5871,D3240,660.49,Pulpal therapy posterior pri
5871,D3310,660.49,"End thxpy, anterior tooth"
5871,D3320,660.49,"End thxpy, premolar tooth"
5871,D3330,660.49,"End thxpy, molar tooth"
5871,D3331,660.49,Non-surg tx root canal obs
5871,D3332,660.49,Incomplete endodontic tx
5871,D3333,660.49,Internal root repair
5871,D3346,660.49,Retreat root canal anterior
5871,D3347,660.49,Retreat root canal premolar
5871,D3348,660.49,Retreat root canal molar
5871,D3351,660.49,Apexification/recalc initial
5871,D3352,660.49,Apexification/recalc interim
5871,D3353,660.49,Apexification/recalc final
5871,D3355,660.49,Pulpal regeneration initial
5871,D3356,660.49,Pulpal regeneration interim
5871,D3357,660.49,Pulpal regeneration complete
5871,D3410,660.49,Apicoectomy - anterior
5871,D3421,660.49,Root surgery premolar
5871,D3425,660.49,Root surgery molar
5871,D3428,660.49,Bone graft peri per tooth
5871,D3430,660.49,Retrograde filling
5871,D3431,660.49,Biological materials
5871,D3432,660.49,Guided tissue regeneration
5871,D3450,660.49,Root amputation
5871,D3460,660.49,Endodontic endosseous implan
5871,D3470,660.49,Intentional replantation
5871,D3471,660.49,Surg rep root res anterior
5871,D3472,660.49,Surg rep root res premolar
5871,D3473,660.49,Surg rep root res molar
5871,D3501,660.49,Surg exp root surf anterior
5871,D3502,660.49,Surg exp root surf premolar
5871,D3503,660.49,Surg exp root surf molar
5871,D3910,660.49,Isolation- tooth w rubb dam
5871,D3911,660.49,Intraorifice barrier
5871,D3920,660.49,Tooth splitting
5871,D3921,660.49,Decor or submerg erupt tooth
5871,D3950,660.49,Canal prep/fitting of dowel
5871,D3999,660.49,Endodontic procedure
5871,D4249,660.49,Crown lengthen hard tissue
5871,D4263,660.49,Bone replce graft first site
5871,D4265,660.49,Bio mtrls to aid soft/os reg
5871,D4268,660.49,Surgical revision procedure
5871,D4274,660.49,Mesial/distal wedge proc
5871,D4322,660.49,Splint intra-coronal
5871,D4323,660.49,Splint extra-coronal
5871,D4341,660.49,Periodontal scaling & root
5871,D4342,660.49,Periodontal scaling 1-3teeth
5871,D4346,660.49,Scaling gingiv inflammation
5871,D4355,660.49,Full mouth debridement
5871,D4381,660.49,Localized delivery antimicro
5871,D4910,660.49,Periodontal maint procedures
5871,D4920,660.49,Unscheduled dressing change
5871,D5911,660.49,Facial moulage sectional
5871,D5912,660.49,Facial moulage complete
5871,D5983,660.49,Radiation applicator
5871,D5984,660.49,Radiation shield
5871,D5985,660.49,Radiation cone locator
5871,D5987,660.49,Commissure splint
5871,D5988,660.49,Surgical splint
5871,D6920,660.49,Dental connector bar
5871,D7111,660.49,Extraction coronal remnants
5871,D7140,660.49,Extraction erupted tooth/exr
5871,D7220,660.49,Impact tooth remov soft tiss
5871,D7230,660.49,Impact tooth remov part bony
5871,D7240,660.49,Impact tooth remov comp bony
5871,D7241,660.49,Impact tooth rem bony w/comp
5871,D7250,660.49,Tooth root removal
5871,D7260,660.49,Oral antral fistula closure
5871,D7261,660.49,Primary closure sinus perf
5871,D7270,660.49,Tooth reimplantation
5871,D7272,660.49,Tooth transplantation
5871,D7280,660.49,Exposure of unerupted tooth
5871,D7291,660.49,Transseptal fiberotomy
5871,D7460,660.49,Rem nonodonto cyst to 1.25cm
5871,D7461,660.49,Rem nonodonto cyst > 1.25 cm
5871,D7472,660.49,Removal of torus palatinus
5871,D7473,660.49,Remove torus mandibularis
5871,D7530,660.49,Removal fb skin/areolar tiss
5871,D7540,660.49,Removal of fb reaction
5871,D7550,660.49,Removal of sloughed off bone
5871,D7922,660.49,Place intra-socket bio dress
5871,D7940,660.49,Reshaping bone orthognathic
5871,D9930,660.49,Treatment of complications
5871,D9944,660.49,"Occ guard, hard, full arch"
5871,D9945,660.49,"Occ guard, soft, full arch"
5871,D9946,660.49,"Occ guard, hard, part arch"
5871,D9950,660.49,Occlusion analysis
5871,D9951,660.49,Limited occlusal adjustment
5871,D9952,660.49,Complete occlusal adjustment
6000,Q4101,127.14,Apligraf
6000,Q4105,127.14,Integra drt or omnigraft
6000,Q4108,127.14,Integra matrix
6000,Q4159,127.14,Affinity1 square cm
6000,Q4182,127.14,"Transcyte, per sq centimeter"
6000,Q4238,127.14,"Derm-maxx, per sq cm"
6000,Q4431,127.14,"Pma skin substitute, nos"
6001,A2001,127.14,"Innovamatrix ac, per sq cm"
6001,A2002,127.14,Mirragen adv wnd mat per sq
6001,A2005,127.14,"Microlyte matrix, per sq cm"
6001,A2006,127.14,Novosorb synpath per sq cm
6001,A2007,127.14,"Restrata, per sq cm"
6001,A2008,127.14,"Theragenesis, per sq cm"
6001,A2009,127.14,"Symphony, per sq cm"
6001,A2010,127.14,"Apis, per square centimeter"
6001,A2011,127.14,"Supra sdrm, per sq cm"
6001,A2012,127.14,"Suprathel, per sq cm"
6001,A2013,127.14,"Innovamatrix fs, per sq cm"
6001,A2015,127.14,"Phoenix wnd mtrx, per sq cm"
6001,A2016,127.14,"Permeaderm b, per sq cm"
6001,A2018,127.14,"Permeaderm c, per sq cm"
6001,A2019,127.14,Kerecis marigen shld sq cm
6001,A2021,127.14,Neomatrix per sq cm
6001,A2022,127.14,Innovabrn/innovamatx xl sqcm
6001,A2024,127.14,Resolve or xenopatch sq cm
6001,A2025,127.14,Miro3d per cubic cm
6001,A2027,127.14,Matriderm per sq cm
6001,A2029,127.14,Mirotract matrix sheet
6001,A2031,127.14,"Mirodry, per sq cm"
6001,A2036,127.14,Cohealyx col dml mx pr sq cm
6001,A2038,127.14,"Marigen pacto, per sq cm"
6001,A2039,127.14,"Innovamatrix fd, per sq cm"
6001,C9363,127.14,Integra meshed bil wound mat
6001,Q4102,127.14,Oasis wound matrix
6001,Q4103,127.14,Oasis burn matrix
6001,Q4104,127.14,Integra bmwd
6001,Q4107,127.14,Graftjacket
6001,Q4110,127.14,Primatrix
6001,Q4111,127.14,Gammagraft
6001,Q4116,127.14,Alloderm
6001,Q4117,127.14,Hyalomatrix
6001,Q4122,127.14,"Dermacell, awm, porous sq cm"
6001,Q4124,127.14,Oasis tri-layer wound matrix
6001,Q4127,127.14,Talymed
6001,Q4130,127.14,Strattice tm
6001,Q4135,127.14,Mediskin
6001,Q4136,127.14,Ezderm
6001,Q4146,127.14,"Tensix, 1cm"
6001,Q4158,127.14,"Kerecis omega3, per sq cm"
6001,Q4161,127.14,Bio-connekt per square cm
6001,Q4164,127.14,"Helicoll, per square cm"
6001,Q4165,127.14,"Keramatrix, kerasorb sq cm"
6001,Q4166,127.14,"Cytal, per square centimeter"
6001,Q4175,127.14,Miroderm
6001,Q4195,127.14,Puraply 1 sq cm
6001,Q4196,127.14,Puraply am 1 sq cm
6001,Q4197,127.14,Puraply xt 1 sq cm
6001,Q4198,127.14,Genesis amnio membrane 1sqcm
6001,Q4201,127.14,Matrion 1 sq cm
6001,Q4203,127.14,"Derma-gide, 1 sq cm"
6001,Q4222,127.14,"Progenamatrix, per sq cm"
6001,Q4225,127.14,"Amnio or derma tl, per sq cm"
6001,Q4232,127.14,"Corplex, per sq cm"
6001,Q4276,127.14,"Orion, per sq cm"
6001,Q4282,127.14,Cygnus dual per sq cm
6001,Q4297,127.14,"Emerge matrix, per sq cm"
6001,Q4432,127.14,"510(k) skin subs, nos"
6002,Q4115,127.14,Alloskin
6002,Q4121,127.14,Theraskin
6002,Q4123,127.14,Alloskin
6002,Q4125,127.14,Arthroflex
6002,Q4126,127.14,Memoderm/derma/tranz/integup
6002,Q4128,127.14,Flexhd/allopatchhd/sq cm
6002,Q4132,127.14,"Grafix core, grafixpl core"
6002,Q4133,127.14,Grafix stravix prime pl sqcm
6002,Q4134,127.14,Hmatrix
6002,Q4137,127.14,Amnioexcel biodexcel 1sq cm
6002,Q4138,127.14,"Biodfence dryflex, 1cm"
6002,Q4140,127.14,Biodfence 1cm
6002,Q4141,127.14,"Alloskin ac, 1 cm"
6002,Q4142,127.14,Xcm biologic tiss matrix 1cm
6002,Q4143,127.14,"Repriza, 1cm"
6002,Q4147,127.14,Architect ecm px fx 1 sq cm
6002,Q4148,127.14,Neox neox rt or clarix cord
6002,Q4150,127.14,Allowrap ds or dry 1 sq cm
6002,Q4151,127.14,"Amnioband, guardian 1 sq cm"
6002,Q4152,127.14,Dermapure 1 square cm
6002,Q4153,127.14,"Dermavest, plurivest sq cm"
6002,Q4154,127.14,Biovance 1 square cm
6002,Q4156,127.14,Neox 100 or clarix 100
6002,Q4157,127.14,Revitalon 1 square cm
6002,Q4160,127.14,Nushield 1 square cm
6002,Q4163,127.14,"Woundex, bioskin, per sq cm"
6002,Q4167,127.14,"Truskin, per sq centimeter"
6002,Q4169,127.14,"Artacent wound, per sq cm"
6002,Q4170,127.14,"Cygnus, per sq cm"
6002,Q4173,127.14,Palingen or palingen xplus
6002,Q4176,127.14,"Neopatch or therion, 1 sq cm"
6002,Q4178,127.14,"Floweramniopatch, per sq cm"
6002,Q4179,127.14,"Flowerderm, per sq cm"
6002,Q4180,127.14,"Revita, per sq cm"
6002,Q4181,127.14,"Amnio wound, per square cm"
6002,Q4183,127.14,"Surgigraft, 1 sq cm"
6002,Q4184,127.14,Cellesta or duo per sq cm
6002,Q4186,127.14,Epifix 1 sq cm
6002,Q4187,127.14,Epicord 1 sq cm
6002,Q4188,127.14,Amnioarmor 1 sq cm
6002,Q4190,127.14,Artacent ac 1 sq cm
6002,Q4191,127.14,Restorigin 1 sq cm
6002,Q4193,127.14,Coll-e-derm 1 sq cm
6002,Q4194,127.14,Novachor 1 sq cm
6002,Q4199,127.14,"Cygnus matrix, per sq cm"
6002,Q4200,127.14,Skin te 1 sq cm
6002,Q4204,127.14,Xwrap 1 sq cm
6002,Q4205,127.14,Membrane graft or wrap sq cm
6002,Q4208,127.14,Novafix per sq cm
6002,Q4209,127.14,Surgraft per sq cm
6002,Q4211,127.14,Amnion bio or axobio sq cm
6002,Q4214,127.14,Cellesta cord per sq cm
6002,Q4216,127.14,Artacent cord per sq cm
6002,Q4217,127.14,Woundfix biowound plus xplus
6002,Q4218,127.14,Surgicord per sq cm
6002,Q4219,127.14,Surgigraft dual per sq cm
6002,Q4220,127.14,"Bellacell hd, surederm sq cm"
6002,Q4221,127.14,Amniowrap2 per sq cm
6002,Q4227,127.14,Amniocore per sq cm
6002,Q4229,127.14,Cogenex amnio memb per sq cm
6002,Q4234,127.14,"Xcellerate, per sq cm"
6002,Q4235,127.14,Amniorepair or altiply sq cm
6002,Q4236,127.14,Carepatch per sq cm
6002,Q4237,127.14,"Cryo-cord, per sq cm"
6002,Q4239,127.14,Amnio-maxx or lite per sq cm
6002,Q4247,127.14,"Amniotext patch, per sq cm"
6002,Q4248,127.14,Dermacyte amn mem allo sq cm
6002,Q4249,127.14,"Amniply, per sq cm"
6002,Q4250,127.14,Amnioamp-mp per sq cm
6002,Q4251,127.14,"Vim, per square centimeter"
6002,Q4252,127.14,"Vendaje, per square centimet"
6002,Q4253,127.14,Zenith amniotic membrane psc
6002,Q4254,127.14,Novafix dl per sq cm
6002,Q4255,127.14,"Reguard, topical use per sq"
6002,Q4256,127.14,"Mlg complet, per sq cm"
6002,Q4257,127.14,"Relese, per sq cm"
6002,Q4258,127.14,"Enverse, per sq cm"
6002,Q4259,127.14,Celera per sq cm
6002,Q4260,127.14,"Signature apatch, per sq cm"
6002,Q4261,127.14,"Tag, per square centimeter"
6002,Q4262,127.14,"Dual layer impax, per sq cm"
6002,Q4263,127.14,"Surgraft tl, per sq cm"
6002,Q4264,127.14,"Cocoon membrane, per sq cm"
6002,Q4265,127.14,Neostim tl per sq cm
6002,Q4266,127.14,Neostim per sq cm
6002,Q4267,127.14,Neostim dl per sq cm
6002,Q4268,127.14,Surgraft ft per sq cm
6002,Q4269,127.14,Surgraft xt per sq cm
6002,Q4270,127.14,Complete sl per sq cm
6002,Q4271,127.14,Complete ft per sq cm
6002,Q4272,127.14,"Esano a, per sq cm"
6002,Q4273,127.14,"Esano aaa, per sq cm"
6002,Q4274,127.14,"Esano ac, per sq cm"
6002,Q4275,127.14,"Esano aca, per sq cm"
6002,Q4278,127.14,"Epieffect, per sq cm"
6002,Q4279,127.14,"Vendaje ac, per sq cm"
6002,Q4280,127.14,Xcell amnio matrix per sq cm
6002,Q4281,127.14,Barrera slor dl per sq cm
6002,Q4283,127.14,"Biovance tri or 3l, sq cm"
6002,Q4284,127.14,"Dermabind sl, per sq cm"
6002,Q4285,127.14,Nudyn dl or dl mesh pr sq cm
6002,Q4286,127.14,"Nudyn sl or slw, per sq cm"
6002,Q4287,127.14,"Dermabind dl, per sq cm"
6002,Q4288,127.14,"Dermabind ch, per sq cm"
6002,Q4289,127.14,"Revoshield+ amnio, per sq cm"
6002,Q4290,127.14,Membrane wrap hydr per sq cm
6002,Q4291,127.14,"Lamellas xt, per sq cm"
6002,Q4292,127.14,"Lamellas, per sq cm"
6002,Q4293,127.14,"Acesso dl, per sq cm"
6002,Q4294,127.14,"Amnio quad-core, per sq cm"
6002,Q4295,127.14,"Amnio tri-core, per sq cm"
6002,Q4296,127.14,"Rebound matrix, per sq cm"
6002,Q4298,127.14,"Amnicore pro, per sq cm"
6002,Q4299,127.14,"Amnicore pro+, per sq cm"
6002,Q4300,127.14,"Acesso tl, per sq cm"
6002,Q4301,127.14,"Activate matrix, per sq cm"
6002,Q4302,127.14,"Complete aca, per sq cm"
6002,Q4303,127.14,"Complete aa, per sq cm"
6002,Q4304,127.14,"Grafix plus, per sq cm"
6002,Q4305,127.14,Amer am ac tri-lay per sq cm
6002,Q4306,127.14,Americ amnion ac per sq cm
6002,Q4307,127.14,"American amnion, per sq cm"
6002,Q4308,127.14,"Sanopellis, per sq cm"
6002,Q4309,127.14,"Via matrix, per sq cm"
6002,Q4311,127.14,"Acesso, per sq cm"
6002,Q4312,127.14,"Acesso ac, per sq cm"
6002,Q4313,127.14,"Dermabind fm, per sq cm"
6002,Q4314,127.14,"Reeva, per sq cm"
6002,Q4315,127.14,Regenelink amniotic mem allo
6002,Q4316,127.14,"Amchoplast, per sq cm"
6002,Q4317,127.14,"Vitograft, per sq cm"
6002,Q4318,127.14,"E-graft, per sq cm"
6002,Q4319,127.14,"Sanograft, per sq cm"
6002,Q4320,127.14,"Pellograft, per sq cm"
6002,Q4321,127.14,"Renograft, per sq cm"
6002,Q4322,127.14,"Caregraft, per sq cm"
6002,Q4323,127.14,"Alloply, per sq cm"
6002,Q4324,127.14,"Amniotx, per sq cm"
6002,Q4325,127.14,"Acapatch, per sq cm"
6002,Q4326,127.14,"Woundplus, per sq cm"
6002,Q4327,127.14,"Duoamnion, per sq cm"
6002,Q4328,127.14,"Most, per sq cm"
6002,Q4329,127.14,"Singlay, per sq cm"
6002,Q4330,127.14,"Total, per sq cm"
6002,Q4331,127.14,"Axolotl graft, per sq cm"
6002,Q4332,127.14,"Axolotl dualgraft, per sq cm"
6002,Q4333,127.14,"Ardeograft, per sq cm"
6002,Q4334,127.14,"Amnioplast 1, per sq cm"
6002,Q4335,127.14,"Amnioplast 2, per sq cm"
6002,Q4336,127.14,"Artecent c, per sq cm"
6002,Q4337,127.14,"Artecent trident, per sq cm"
6002,Q4338,127.14,"Artacent velos, per sq cm"
6002,Q4339,127.14,"Artacent vericlen, per sq cm"
6002,Q4340,127.14,"Simpligraft, per sq cm"
6002,Q4341,127.14,"Simplimax, per sq cm"
6002,Q4342,127.14,"Theramend, per sq cm"
6002,Q4343,127.14,Dermacyte ac matrx per sq cm
6002,Q4344,127.14,"Tri membrane wrap, per sq cm"
6002,Q4345,127.14,Matrix hd allogrft per sq cm
6002,Q4346,127.14,Shelter dm matrix per sq cm
6002,Q4347,127.14,Rampart dl matrix per sq cm
6002,Q4348,127.14,Sentry sl matrix per sq cm
6002,Q4349,127.14,Mantle dl matrix per sq cm
6002,Q4350,127.14,Palisade dm matrix per sq cm
6002,Q4351,127.14,"Enclose tl matrix, per sq cm"
6002,Q4352,127.14,"Overlay sl matrix, per sq cm"
6002,Q4353,127.14,Xceed tl matrix per sq cm
6002,Q4354,127.14,Palingen dl-palingen dl-x
6002,Q4355,127.14,Abio xpl abio xpl hy p sq cm
6002,Q4356,127.14,Abio mem abio hyd per sq cm
6002,Q4357,127.14,"Xwrap plus, per sq cm"
6002,Q4358,127.14,"Xwrap dual, per sq cm"
6002,Q4359,127.14,"Choriply, per sq cm"
6002,Q4360,127.14,Amchoplast fd per sq cm
6002,Q4361,127.14,"Epixpress, per sq cm"
6002,Q4362,127.14,"Cygnus disk, per sq cm"
6002,Q4363,127.14,Am bur mem hydro per sq cm
6002,Q4364,127.14,Am bur xp mem xpl hy p sq cm
6002,Q4365,127.14,Amnio bur dl mem per sq cm
6002,Q4366,127.14,Dl amnio bur x-mem per sq cm
6002,Q4367,127.14,"Amniocore sl, per sq cm"
6002,Q4368,127.14,Amchothick per sq cm
6002,Q4369,127.14,Amnioplast 3 per sq cm
6002,Q4370,127.14,Aeroguard per sq cm
6002,Q4371,127.14,Neoguard per sq cm
6002,Q4372,127.14,Amchoplast excl per sq cm
6002,Q4373,127.14,Membrane wrp lt per sq cm
6002,Q4375,127.14,Duograft ac per sq cm
6002,Q4376,127.14,Duograft aa per sq cm
6002,Q4377,127.14,Trigraft ft per sq cm
6002,Q4378,127.14,Renew ft matrix per sq cm
6002,Q4379,127.14,Amniodefend ft per sq cm
6002,Q4380,127.14,Advograft one per sq cm
6002,Q4382,127.14,Advograft dual per sq cm
6002,Q4383,127.14,Axolotl graft ult per sq cm
6002,Q4384,127.14,Axolotl dual ult per sq cm
6002,Q4385,127.14,Apollo ft per sq cm
6002,Q4386,127.14,Acesso trifaca per sq cm
6002,Q4387,127.14,Neothelium ft per sq cm
6002,Q4388,127.14,Neothelium 4l per sq cm
6002,Q4389,127.14,Neothelium 4l+ per sq cm
6002,Q4390,127.14,Ascendion per sq cm
6002,Q4391,127.14,Amnioplast double per sq cm
6002,Q4392,127.14,Grafix duo per sq cm
6002,Q4393,127.14,Surgraft ac per sq cm
6002,Q4394,127.14,Surgraft aca per sq cm
6002,Q4395,127.14,Acelagraft per sq cm
6002,Q4396,127.14,Natalin per sq cm
6002,Q4397,127.14,Summit aaa per sq cm
6002,Q4398,127.14,Summit ac per sq cm
6002,Q4399,127.14,Summit fx per sq cm
6002,Q4400,127.14,Polygon3 per sq cm
6002,Q4401,127.14,Absolv3 per sq cm
6002,Q4402,127.14,Xwrap 2.0 per sq cm
6002,Q4403,127.14,Xwrap dual plus per sq cm
6002,Q4404,127.14,Xwrap hydro plus per sq cm
6002,Q4405,127.14,Xwrap fenestra plus sq cm
6002,Q4406,127.14,Xwrap fenestra per sq cm
6002,Q4407,127.14,Xwrap tribus per sq cm
6002,Q4408,127.14,Xwrap hydro per sq cm
6002,Q4409,127.14,Amniomatrixf3x per sq cm
6002,Q4410,127.14,Amchomatrixdl per sq cm
6002,Q4411,127.14,Amniomatrixf4x per sq cm
6002,Q4412,127.14,Choriofix per sq cm
6002,Q4413,127.14,Cygnus solo per sq cm
6002,Q4414,127.14,Simplichor per sq cm
